id,split,latitude,longitude,city
194428659208413,train,48.895337321557,2.3233255843858,Saint-Ouen
3924745910934519,train,48.849310423302,2.3420546832346,Paris
751863198824966,train,48.834316414574,2.3329361141683,Gentilly
850117032269818,train,48.825363293663,2.3417043964566,Gentilly
486044762651228,train,48.832476656507,2.2280972539181,Sevres
374911293851967,train,48.864694752376,2.226781613739,Suresnes
231066951723521,train,48.892995299997,2.3274214000025,Saint-Ouen
1429296774084215,train,48.879707502178,2.25036961874,Puteaux
290732672767189,train,48.826246659539,2.3437182438339,Gentilly
3915217215261593,train,48.892550900152,2.2856845759898,Levallois-Perret
2271592509640274,train,48.848080833333,2.305915,Malakoff
1191420281308257,train,48.836160911411,2.2936189733734,Vanves
830692601160758,train,48.875418863037,2.262710451339,Neuilly-sur-Seine
1131575017356854,train,48.836598423091,2.3069764138221,Malakoff
340922097608015,train,48.86551628298,2.2688490508889,Neuilly-sur-Seine
474213930453989,train,48.841041683938,2.2882233529791,Vanves
461324448306820,train,48.839478779014,2.3393153768858,Paris
301136731608759,train,48.895895099858,2.3229301078473,Saint-Ouen
820219282257448,train,48.869315994883,2.337860819244,Paris
803591303919355,train,48.883638888889,2.332425,Saint-Ouen
453035029129289,train,48.879712871869,2.2994317122738,Levallois-Perret
231117915450926,train,48.873962152477,2.3145226861399,Clichy
541792667002909,train,48.891240826097,2.2578531926121,Courbevoie
464000574863654,train,48.865121389085,2.2981167548136,Levallois-Perret
282850976875245,train,48.865838375724,2.2377940012987,Suresnes
302715317901148,train,48.871637347601,2.3140787482659,Clichy
186692123207951,train,48.890835041073,2.2846274008853,Levallois-Perret
460440595187301,train,48.827201666667,2.2242119444444,Sevres
1919189088237164,train,48.891831353892,2.3075002383977,Clichy
5495285940499628,train,48.860075107594,2.2582942031316,Neuilly-sur-Seine
1793432240836531,train,48.855599614229,2.2827391075727,Neuilly-sur-Seine
792122324768242,train,48.830126210494,2.3019143644653,Malakoff
295158612224260,train,48.868734644497,2.3233786550473,Paris
309391257415826,train,48.8596791214,2.322308392998,Paris
479220283343003,train,48.825463503942,2.2345970374585,Meudon
182897547022455,train,48.824703579227,2.2470808755551,Boulogne-Billancourt
880505872499874,train,48.897260205455,2.3053997818891,Clichy
1003131926891672,train,48.82465053462,2.2318446189966,Meudon
287296522892140,train,48.818568578007,2.2252339492028,Sevres
469432964343772,train,48.8957808,2.3284501000017,Saint-Ouen
1714281928773846,train,48.898342241052,2.2965681858281,Levallois-Perret
149756907116878,train,48.858117957932,2.323583361245,Paris
210342350711932,train,48.893904015433,2.2975767627203,Levallois-Perret
153490033395786,train,48.887750247059,2.3120377015342,Clichy
1214575995658904,train,48.832045469151,2.253596641077,Boulogne-Billancourt
465036401448128,train,48.876940380365,2.2285031446245,Suresnes
293055602521013,train,48.896417709051,2.3359501738381,Saint-Ouen
896397014542853,train,48.817303635246,2.3184776545637,Montrouge
929522114497823,train,48.882459990237,2.3150832625167,Clichy
5561423523930574,train,48.883670739676,2.3153096621612,Clichy
207851687812785,train,48.849308366554,2.3365790515337,Paris
111382314331219,train,48.844181257812,2.2262514958017,Sevres
305383997746364,train,48.89963404401,2.2780044209651,Levallois-Perret
1514812228915690,train,48.834856577829,2.2822607540119,Vanves
